City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
507,Jackson,US,59.0,clear sky,42.42,-122.83,Agate Village Apartments
508,Kiama,AU,71.01,broken clouds,-34.68,150.87,The Sebel Kiama Harbourside
509,Husavik,IS,39.2,few clouds,66.04,-17.34,Bjarnabúð
510,Ambositra,MG,64.2,broken clouds,-20.52,47.25,Grand Hôtel
511,Darnah,LY,68.81,scattered clouds,32.77,22.64,زاوية الرفاعي
512,Batemans Bay,AU,68.0,broken clouds,-35.72,150.18,Batemans Bay Marina Resort
513,Conde,BR,78.8,broken clouds,-7.26,-34.91,Pousada Beija Flor
514,Khani,GE,59.0,overcast clouds,41.96,42.96,კურორტი ზეკარი/Resort Zekari
515,Dicabisagan,PH,81.57,moderate rain,17.08,122.42,Nancy Montanes Bernardo
516,Waterloo,CA,32.0,scattered clouds,43.47,-80.52,Comfort Inn
517,Damnagar,IN,88.63,clear sky,21.7,71.52,MARUTI lemon soda shops
518,Yei,SS,69.08,overcast clouds,4.09,30.68,City Link Hotel
519,Severodvinsk,RU,32.0,broken clouds,64.56,39.83,Park Hotel
520,Novaya Ladoga,RU,30.0,clear sky,60.1,32.3,База Отдыха Горизонт
521,Horki,BY,41.0,overcast clouds,54.29,30.98,Gudov. Obshchezhitiye 11
522,Dedovichi,RU,31.42,clear sky,57.55,29.95,"The hotel complex ""Rus"""
523,San Jose,US,66.99,haze,37.34,-121.89,The Westin San Jose
524,Marfino,RU,41.0,mist,55.7,37.38,Kardiologicheskiy Sanatornyy Tsentr Peredelkino
525,Suraabad,AZ,64.4,broken clouds,40.82,49.47,
526,Saurimo,AO,66.29,broken clouds,-9.66,20.39,Hotel Kawissa Saurimo
527,Margate,GB,62.01,light rain,51.38,1.39,Premier Inn Margate hotel
528,Bom Jesus Da Lapa,BR,71.67,moderate rain,-13.26,-43.42,Hotel das Nações
529,Santa Cruz,BO,78.8,broken clouds,-17.8,-63.17,Hotel Cortez
530,Nanjangud,IN,77.0,mist,12.12,76.68,Hosloks Farm Stay LoveNest
531,Nadym,RU,22.51,broken clouds,65.53,72.52,Apartment on Zvereva
532,Kahului,US,80.6,scattered clouds,20.89,-156.47,Maui Seaside Hotel
533,Doka,SD,76.87,clear sky,13.52,35.77,
534,Pensilvania,US,41.0,scattered clouds,40.27,-76.91,Radisson Hotel Harrisburg
535,Yueyang,CN,71.13,few clouds,29.33,113.09,Delong Fortune Hotel
536,Lamu,KE,82.4,few clouds,-2.27,40.9,Lamu House
537,Xambioa,BR,75.13,overcast clouds,-6.41,-48.54,Hotel Rio Araguaia
539,Sompeta,IN,86.09,clear sky,18.93,84.6,V.B.R A/C Lodge And Function Hall
541,Alofi,NU,77.0,broken clouds,-19.06,-169.92,Taloa Heights
542,Saint-Augustin,CA,39.81,overcast clouds,51.23,-58.65,
543,Guiberoua,CI,71.6,light rain,6.24,-6.17,HOTEL LE CHALET
544,Maracacume,BR,73.78,scattered clouds,-2.04,-45.96,Motel imperial
545,Paamiut,GL,26.37,scattered clouds,61.99,-49.67,Yeet Hotel
546,Innisfail,AU,88.0,clear sky,-17.53,146.03,Moondarra Motel
547,Pringsewu,ID,89.08,light rain,-5.36,104.97,Urban Style by Front One
548,Floro,NO,46.4,light intensity shower rain,61.6,5.03,Kinn Hotell Florø
549,Troitsko-Pechorsk,RU,25.29,broken clouds,62.71,56.2,Pechora Gostinitsa
550,Summerville,US,60.8,clear sky,33.02,-80.18,Sleep Inn Summerville-Charleston
551,Jizan,SA,80.6,few clouds,17.33,42.67,شهدان. ابوالحجر
552,Kaniama,CD,67.28,broken clouds,-7.57,24.18,
553,Nabire,ID,83.26,light rain,-3.37,135.48,Hotel Nusantara Nabire
555,Bang Saphan,TH,91.99,broken clouds,11.21,99.51,Ladawan Boutique Hotel
556,Durango,MX,47.48,scattered clouds,24.83,-104.83,
557,Key West,US,86.0,scattered clouds,24.56,-81.78,Fairfield Inn & Suites by Marriott Key West
558,Gornopravdinsk,RU,27.28,broken clouds,60.05,69.9,Burovik
559,Grindavik,IS,35.6,shower rain,63.84,-22.43,Northern Light Inn & Max's Restaurant
560,Waipawa,NZ,55.4,light rain,-41.41,175.52,Tora Coastal Walk
561,Saint-Joseph,RE,75.2,scattered clouds,-21.37,55.62,"""Plantation Bed and Breakfast"
562,Asosa,ET,65.07,broken clouds,10.07,34.53,Blendana Hotel Assosa
563,Corcoran,US,60.8,haze,36.1,-119.56,Budget Inn Motel Corcoran
564,Port Lincoln,AU,77.32,broken clouds,-34.73,135.87,Port Lincoln Hotel
566,Sur,OM,81.07,clear sky,22.57,59.53,Sur Plaza Hotel
567,Mubi,NG,72.09,overcast clouds,10.27,13.26,Hotel
568,Nautla,MX,71.13,overcast clouds,20.22,-96.78,Casa Blanca
569,Voyvozh,RU,24.62,scattered clouds,62.89,54.96,Statistrovia
570,Tadine,NC,77.68,broken clouds,-21.55,167.88,
571,Kajaani,FI,41.0,overcast clouds,64.23,27.73,Original Sokos Hotel Valjus
572,Lancaster,US,39.2,clear sky,40.25,-76.25,Refreshing Mountain Retreat and Adventure Center
573,Bria,CF,68.5,overcast clouds,6.54,21.99,
574,Lefka,CY,62.6,scattered clouds,35.11,32.85,Direk Hotel
575,Teguldet,RU,34.2,overcast clouds,57.31,88.17,Gostinitsa Kedr
576,Bowen,AU,87.8,clear sky,-20.02,148.23,Castle Motor Lodge Motel
577,Rocha,UY,48.33,clear sky,-34.48,-54.33,Beleza Pura B&B
578,Vancouver,CA,46.4,scattered clouds,49.25,-123.12,Executive Hotel Vintage Park Vancouver
579,Bereda,ES,62.01,light rain,43.27,-7.54,Pazo de Verdes
580,Chimore,BO,71.69,overcast clouds,-16.98,-65.13,Bichito
581,Beihai,CN,77.81,broken clouds,21.48,109.1,21 Degree Hostel
582,Abadiania,BR,68.0,broken clouds,-16.2,-48.71,Pousada Lírio D'Água
583,Bandarbeyla,SO,79.93,clear sky,9.49,50.81,REER XOOSHLE GROUP
584,Pacific Grove,US,55.4,fog,36.62,-121.92,Lovers Point Inn
585,Traverse City,US,33.8,overcast clouds,44.76,-85.62,Bayshore Resort
586,Cherdakly,RU,37.4,overcast clouds,54.36,48.84,BEST
587,Mukerian,IN,80.82,clear sky,31.95,75.62,Dolphin Hotel
588,Makakilo City,US,80.6,clear sky,21.35,-158.09,Marriott's Ko Olina Beach Club
589,Oda,JP,60.8,light intensity shower rain,35.18,132.5,Sky Hotel Oda
590,Santa Fe,AR,60.01,clear sky,-31.63,-60.7,Conquistador Hotel
591,Grand Gaube,MU,75.2,broken clouds,-20.01,57.66,Veranda Paul et Virginie Hotel & Spa
592,Catemaco,MX,69.8,light rain,18.42,-95.12,Hotel Playa Cristal
593,La Ronge,CA,33.8,overcast clouds,55.1,-105.28,Northland Motor Hotel
594,Koror,PW,87.8,broken clouds,7.34,134.47,Palau Royal Resort
595,Palana,RU,32.14,overcast clouds,59.12,159.97,
596,Nerchinskiy Zavod,RU,17.87,overcast clouds,51.31,119.61,Tat'yana
597,Tutoia,BR,80.78,scattered clouds,-2.76,-42.27,Pousada Guará's
598,Malanje,AO,65.82,broken clouds,-9.54,16.34,Malanje Hotel
599,Erzurum,TR,44.6,broken clouds,40.0,41.5,
600,Ambon,ID,85.05,light rain,-3.7,128.18,Swiss-Belhotel Ambon
602,Fethiye,TR,55.4,clear sky,36.62,29.12,Club & Hotel Letoonia
603,Oranjestad,AW,78.8,few clouds,12.52,-70.03,Divi Village Golf & Beach Resort
605,Wundanyi,KE,62.74,broken clouds,-3.4,38.36,Taita Rocks Hotel
606,Muravlenko,RU,21.79,scattered clouds,63.79,74.52,Hostel Rus Muravlenko
607,Broome,US,32.0,overcast clouds,42.25,-75.83,Chenango Valley State Park
608,Morondava,MG,81.3,scattered clouds,-20.28,44.28,La Case Bambou
609,Arlit,NE,67.98,clear sky,18.74,7.39,Hôtel Telwa Bungalow
610,Kangaatsiaq,GL,30.56,overcast clouds,68.31,-53.46,
611,Inta,RU,26.15,overcast clouds,66.03,60.17,Apartments in Inta city
612,Namasuba,UG,66.51,overcast clouds,0.69,32.42,Romans Garden
613,Dickinson,US,64.99,clear sky,29.46,-95.05,Candlewood Suites League City
614,Kabalo,CD,71.96,broken clouds,-6.05,26.92,
615,Bugene,TZ,64.53,overcast clouds,-1.59,31.14,Sunrise Annex Hotel
616,Trelew,AR,78.42,overcast clouds,-43.25,-65.31,Hotel Touring Club
617,Barraute,CA,26.6,light rain,48.43,-77.63,Auberge La Fille d'à côté
618,Erdemli,TR,68.27,broken clouds,36.6,34.31,Denizkumu Hotel
619,Orotukan,RU,16.27,overcast clouds,62.27,151.7,
620,Loukhi,RU,36.28,overcast clouds,66.08,33.04,Хостел Северяночка
621,Dergachi,RU,42.82,scattered clouds,51.23,48.77,
623,Antalaha,MG,75.67,scattered clouds,-14.9,50.28,Hotel Vitasoa
624,Nemuro,JP,59.0,moderate rain,43.32,145.57,Hotel Nemuro Kaiyoutei
625,Caravelas,BR,71.13,light rain,-17.71,-39.25,Pousada dos Navegantes
626,Plonsk,PL,44.6,mist,52.62,20.38,Hotel Martex
627,Riyadh,SA,60.8,clear sky,24.69,46.72,InterContinental Riyadh
628,Langenthal,CH,57.0,overcast clouds,47.22,7.8,Parkhotel Langenthal
629,Kushchevskaya,RU,54.18,scattered clouds,46.56,39.64,Гостевой дом «Татьянин День»
630,Standerton,ZA,53.01,overcast clouds,-26.93,29.24,Terrace Lofts
631,Concepcion Del Oro,MX,47.89,clear sky,24.63,-101.42,HOTEL HACIENDA SAN JAVIER
632,Stulovo,RU,26.83,few clouds,58.72,50.14,Victoria Village
633,Valdivia,CL,48.2,scattered clouds,-39.81,-73.25,Hostal Entre Rios
634,Bondoukou,CI,69.91,scattered clouds,8.03,-2.8,Prestige Hotel
635,Kloulklubed,PW,87.8,broken clouds,7.04,134.26,Storyboard Beach Resort
636,Estelle,US,62.6,clear sky,29.85,-90.11,Comfort Inn Marrero - New Orleans West
637,Christchurch,NZ,57.2,overcast clouds,-43.53,172.63,"Chateau on the Park - Christchurch, a DoubleTree by Hilton"
638,Tinqueux,FR,64.4,overcast clouds,49.25,3.98,Hôtel Mercure Reims Centre Cathédrale
639,Atambua,ID,88.5,broken clouds,-9.11,124.89,Pondok Pesantren Al Muhajirin Atambua
640,Camana,PE,63.72,overcast clouds,-16.62,-72.71,Hostal Morales
641,Hambantota,LK,85.86,broken clouds,6.12,81.12,Bungalow 63
642,Praya,CV,75.2,few clouds,14.92,-23.51,LT Aparthotel
643,Jefferson City,US,35.6,clear sky,38.58,-92.17,DoubleTree by Hilton Hotel Jefferson City
644,Uvira,CD,76.17,overcast clouds,-3.41,29.15,Auberge Eden City
645,Goundi,TD,75.13,overcast clouds,9.36,17.37,
646,Yershov,RU,41.81,broken clouds,51.35,48.28,Gostinitsa Gudok
647,Santa Rosa,PH,89.01,broken clouds,14.31,121.11,Erlyn’s Sta Rosa City Home
648,Sendai,JP,62.6,light rain,38.27,140.87,Hotel Monterey Sendai
649,Dabakala,CI,72.1,scattered clouds,8.37,-4.43,Hôtel Campement
650,Nhamunda,BR,81.91,overcast clouds,-2.19,-56.71,Pousada Da Praia
651,Acarigua,VE,60.8,overcast clouds,9.55,-69.2,Edificio La Corteza
652,Kamaishi,JP,53.6,broken clouds,39.27,141.88,Hotel Route Inn Kamaishi
653,Tatawin,TN,57.2,clear sky,32.93,10.45,Sangho Privilege Tataouine
654,Comodoro Rivadavia,AR,64.4,clear sky,-45.87,-67.5,Austral Hotel
655,Celina,US,33.01,clear sky,40.55,-84.57,Holiday Inn Express Celina
656,Dogondoutchi,NE,75.58,clear sky,13.64,4.03,Hôtel Alheri Maison Alheri
657,Ugoofaaru,MV,82.98,scattered clouds,5.67,73.0,Ungoofaaru Inn
658,Berlevag,NO,41.0,clear sky,70.86,29.09,Kvitbrakka
659,Beroroha,MG,82.09,clear sky,-21.67,45.17,
660,Gondanglegi,ID,87.01,moderate rain,-7.75,112.01,Gg. Munasir Homestay
661,Saint Stephen,GB,59.0,broken clouds,50.33,-4.9,4 stepaside corner
662,Pandan,PH,86.0,overcast clouds,14.05,124.17,Bonifacio Lodge
663,Severo-Yeniseyskiy,RU,31.08,overcast clouds,60.37,93.04,Aktolik
664,Bershet,RU,28.4,overcast clouds,57.73,56.38,Chastnyy Dom
665,Port Macquarie,AU,73.0,broken clouds,-31.43,152.92,Rydges Port Macquarie
666,Rabo De Peixe,PT,62.6,few clouds,37.8,-25.58,Quinta das Giestas
667,Farafangana,MG,72.61,overcast clouds,-22.82,47.83,Austral Hotel
668,Cardston,CA,50.0,clear sky,49.2,-113.3,Flamingo Motel
669,Nioro,GM,74.98,clear sky,13.35,-15.75,
670,Urcos,PE,52.05,overcast clouds,-13.69,-71.62,Qali Samanawasi
671,Sterling,US,39.99,clear sky,39.01,-77.43,Hampton Inn & Suites Washington-Dulles International Airport
672,Pasighat,IN,81.23,overcast clouds,28.07,95.33,Siang Guest House
673,Jiangyou,CN,68.14,few clouds,31.77,104.72,Shangping Shuyuan Inn
674,Melita,CA,32.0,scattered clouds,49.27,-101.0,Western Star Hotel
675,Tokur,RU,17.85,light snow,53.13,132.9,
676,Mwinilunga,ZM,66.38,scattered clouds,-11.74,24.43,Kwakuwahi Lodge
677,Anito,PH,85.73,light rain,12.45,125.29,The Yellow House
678,Feijo,BR,72.01,scattered clouds,-8.16,-70.35,Hotel e Restaurante Aҫai
679,Olafsvik,IS,36.23,heavy intensity rain,64.89,-23.71,Hotel Olafsvik
680,Kavieng,PG,86.02,clear sky,-2.57,150.8,Nusa Island Retreat
681,Tenenkou,ML,75.78,clear sky,14.46,-4.92,
682,Padang,ID,84.7,moderate rain,-0.95,100.35,Mercure Padang
683,Bagan,RU,36.66,overcast clouds,54.1,77.66,
684,Ruston,US,44.6,clear sky,32.52,-92.64,"Country Inn & Suites by Radisson, Ruston, LA"
685,High Prairie,CA,53.6,overcast clouds,55.43,-116.49,Royal Star Motor Inn
686,Sorong,ID,83.14,light rain,-0.88,131.25,The Waigo Hotel
687,Srinivaspur,IN,81.0,mist,13.33,78.22,Anjaneya Temple
688,Methven,NZ,53.01,overcast clouds,-43.63,171.65,Brinkley Resort
689,Puerto Leguizamo,CO,71.31,broken clouds,-0.19,-74.78,la casona de juancho
690,Atasu,KZ,42.08,overcast clouds,48.68,71.64,Dostyk
691,Chaoyang,CN,43.48,clear sky,41.57,120.46,Chaoyang Genting International Hotel
692,Chicama,PE,61.2,broken clouds,-7.84,-79.15,Hospedaje Punta Cana PERU
693,Ojinaga,MX,68.0,clear sky,29.57,-104.42,Suites Las Palmas
694,Ixtapa,MX,81.0,broken clouds,20.7,-105.2,Container Inn Puerto Vallarta
695,Valle De Allende,MX,53.98,scattered clouds,26.93,-105.4,Hotel Meson de San Bartolome
696,Okhotsk,RU,23.65,overcast clouds,59.38,143.3,
697,Chaman,PK,63.61,clear sky,30.92,66.45,Niamatt parda Center
698,Roma,US,35.6,broken clouds,43.21,-75.46,Wingate By Wyndham Rome
699,Stephenville Crossing,CA,46.4,broken clouds,48.5,-58.43,Henrieta's Hospitality Home
700,Guymon,US,46.4,clear sky,36.68,-101.48,Super 8 Guymon
