City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
61,Kruisfontein,ZA,2020-10-29 04:26:42,-34.0,24.73,62.01,93,99,1.01
62,Tiksi,RU,2020-10-29 04:26:42,71.69,128.87,1.42,90,98,14.38
63,Bluff,NZ,2020-10-29 04:26:43,-46.6,168.33,66.99,65,47,4.0
64,Provideniya,RU,2020-10-29 04:26:43,64.38,-173.3,26.6,63,0,2.24
65,Isla Vista,US,2020-10-29 04:26:43,34.41,-119.86,61.0,62,1,3.36
66,Port Blair,IN,2020-10-29 04:26:43,11.67,92.75,83.95,70,64,5.66
67,Dombarovskiy,RU,2020-10-29 04:26:44,50.76,59.54,34.57,81,0,7.63
68,Saldanha,ZA,2020-10-29 04:26:44,-33.01,17.94,59.0,87,77,3.36
69,Nago,JP,2020-10-29 04:26:44,26.59,127.98,82.4,58,75,3.36
70,Hasaki,JP,2020-10-29 04:26:44,35.73,140.83,75.0,43,20,4.7
71,Loreto,MX,2020-10-29 04:26:45,22.27,-101.97,59.67,48,0,4.32
72,Kawalu,ID,2020-10-29 04:26:45,-7.38,108.21,83.89,69,89,4.12
73,Petrovsk-Zabaykalskiy,RU,2020-10-29 04:26:45,51.27,108.84,40.57,62,95,5.21
74,Ahipara,NZ,2020-10-29 04:26:45,-35.17,173.17,63.66,88,100,6.6
75,Antalaha,MG,2020-10-29 04:26:46,-14.9,50.28,75.16,83,37,7.16
76,Cidreira,BR,2020-10-29 04:26:46,-30.18,-50.21,65.52,89,40,6.24
77,Hilo,US,2020-10-29 04:26:46,19.73,-155.09,80.6,74,90,5.5
78,Henties Bay,NA,2020-10-29 04:23:19,-22.12,14.28,57.0,90,60,1.99
79,Alice Springs,AU,2020-10-29 04:26:29,-23.7,133.88,96.8,5,0,17.22
80,Hambantota,LK,2020-10-29 04:26:47,6.12,81.12,83.37,69,92,6.64
81,Xingcheng,CN,2020-10-29 04:26:48,40.62,120.72,55.85,45,100,9.48
82,Huanan,CN,2020-10-29 04:26:48,46.22,130.52,40.44,65,3,12.86
83,Lagoa,PT,2020-10-29 04:23:14,39.05,-27.98,67.3,87,34,17.22
84,Felanitx,ES,2020-10-29 04:26:48,39.47,3.15,52.0,87,20,3.36
85,Manggar,ID,2020-10-29 04:26:48,-2.88,108.27,86.16,65,52,9.37
86,Mount Isa,AU,2020-10-29 04:26:49,-20.73,139.5,91.4,6,0,9.17
87,Vanimo,PG,2020-10-29 04:26:49,-2.67,141.3,85.51,72,97,9.44
88,Alofi,NU,2020-10-29 04:26:49,-19.06,-169.92,75.2,64,25,17.22
89,Saint-Philippe,RE,2020-10-29 04:26:49,-21.36,55.77,77.0,65,20,18.34
90,Bilibino,RU,2020-10-29 04:26:50,68.05,166.44,-2.87,87,14,1.28
91,Villamontes,BO,2020-10-29 04:26:50,-21.25,-63.5,70.72,84,1,4.12
92,Qaanaaq,GL,2020-10-29 04:26:50,77.48,-69.36,7.52,73,2,9.42
93,Lebu,CL,2020-10-29 04:26:50,-37.62,-73.65,48.29,77,0,20.74
94,Port Alfred,ZA,2020-10-29 04:26:51,-33.59,26.89,66.56,85,98,8.21
95,Tripoli,LY,2020-10-29 04:22:42,32.88,13.19,68.38,66,29,12.15
96,Mamallapuram,IN,2020-10-29 04:26:51,12.63,80.17,75.2,100,90,8.05
97,Rio Grande,BR,2020-10-29 04:26:51,-32.03,-52.1,57.99,95,94,4.0
98,Kovdor,RU,2020-10-29 04:26:52,67.57,30.48,37.63,96,100,6.26
99,Kang,BW,2020-10-29 04:26:52,-23.68,22.79,73.56,25,0,7.34
100,Acajutla,SV,2020-10-29 04:26:52,13.59,-89.83,68.0,100,100,3.85
101,Hobart,AU,2020-10-29 04:23:15,-42.88,147.33,63.0,42,40,12.75
102,Avarua,CK,2020-10-29 04:26:53,-21.21,-159.78,73.4,83,36,8.05
103,Nemuro,JP,2020-10-29 04:26:53,43.32,145.57,50.0,93,75,10.29
104,Vardo,NO,2020-10-29 04:23:27,70.37,31.11,37.4,86,75,14.99
105,Egvekinot,RU,2020-10-29 04:26:53,66.32,-179.17,14.32,85,2,7.11
106,Davila,PH,2020-10-29 04:26:54,18.47,120.58,84.2,83,75,6.93
107,Krasnogorskiy,RU,2020-10-29 04:26:54,54.6,61.23,32.77,87,36,7.72
108,Matara,LK,2020-10-29 04:26:54,5.95,80.54,84.7,67,93,7.34
109,Atasu,KZ,2020-10-29 04:26:54,48.68,71.64,29.93,90,100,10.16
110,Haines Junction,CA,2020-10-29 04:26:55,60.75,-137.51,26.6,86,99,2.19
111,Carnarvon,AU,2020-10-29 04:26:55,-24.87,113.63,75.2,69,25,9.17
112,Victoria,HK,2020-10-29 04:26:45,22.29,114.16,79.0,70,97,11.25
113,Guerrero Negro,MX,2020-10-29 04:26:55,27.98,-114.06,66.09,55,0,11.32
114,Magadan,RU,2020-10-29 04:26:55,59.57,150.8,31.69,86,100,4.61
115,Cape Town,ZA,2020-10-29 04:26:56,-33.93,18.42,59.0,93,75,9.17
116,Port Hardy,CA,2020-10-29 04:22:27,50.7,-127.42,50.0,100,90,8.05
117,Zhezkazgan,KZ,2020-10-29 04:26:56,47.8,67.71,32.25,85,80,6.42
118,Bethel,US,2020-10-29 04:26:56,41.37,-73.41,48.0,93,1,3.4
119,Vaini,TO,2020-10-29 04:26:57,-21.2,-175.2,75.2,73,40,10.29
120,Pemangkat,ID,2020-10-29 04:26:57,1.17,108.97,87.73,63,1,5.88
121,Ayagoz,KZ,2020-10-29 04:26:57,47.97,80.44,30.07,96,100,4.81
122,Geraldton,AU,2020-10-29 04:26:57,-28.77,114.6,96.8,15,0,11.41
123,Vostok,RU,2020-10-29 04:26:58,46.49,135.88,29.8,99,100,11.52
124,Hanzhong,CN,2020-10-29 04:26:58,33.07,107.03,60.94,60,7,2.68
125,Korla,CN,2020-10-29 04:26:58,41.76,86.15,53.1,39,100,10.71
126,Berdigestyakh,RU,2020-10-29 04:26:58,62.1,126.7,8.04,89,32,4.36
127,Birjand,IR,2020-10-29 04:26:59,32.87,59.22,44.6,28,0,11.41
128,Hermanus,ZA,2020-10-29 04:26:59,-34.42,19.23,57.0,89,100,5.01
129,Amapa,BR,2020-10-29 04:26:59,1.0,-52.0,72.52,97,44,2.21
130,Chokurdakh,RU,2020-10-29 04:22:43,70.63,147.92,-3.21,91,45,7.25
131,Coihaique,CL,2020-10-29 04:25:09,-45.58,-72.07,39.2,85,0,3.36
132,San Quintin,MX,2020-10-29 04:27:00,30.48,-115.95,62.11,54,0,4.63
133,San Luis,AR,2020-10-29 04:26:52,-33.3,-66.34,50.63,47,0,2.33
134,Arraial Do Cabo,BR,2020-10-29 04:27:01,-22.97,-42.03,74.5,94,1,4.05
135,Anadyr,RU,2020-10-29 04:24:03,64.75,177.48,12.2,85,20,6.71
136,Tuatapere,NZ,2020-10-29 04:27:01,-46.13,167.68,66.99,65,15,4.0
137,Iqaluit,CA,2020-10-29 04:27:01,63.75,-68.51,17.6,61,90,11.41
138,Touros,BR,2020-10-29 04:27:01,-5.2,-35.46,77.0,83,40,6.93
139,Merauke,ID,2020-10-29 04:27:02,-8.47,140.33,84.92,66,25,11.36
140,Caravelas,BR,2020-10-29 04:27:02,-17.71,-39.25,77.54,85,100,11.59
141,Aklavik,CA,2020-10-29 04:27:02,68.22,-135.01,21.2,62,95,11.41
142,Upata,VE,2020-10-29 04:27:02,8.01,-62.4,80.01,84,20,4.0
143,Mount Gambier,AU,2020-10-29 04:27:03,-37.83,140.77,55.4,93,90,6.93
144,College,US,2020-10-29 04:27:03,64.86,-147.8,19.99,85,90,1.21
145,Macapa,BR,2020-10-29 04:26:19,0.04,-51.07,82.4,83,20,4.7
146,Saskylakh,RU,2020-10-29 04:22:39,71.92,114.08,-0.35,89,63,6.49
147,Half Moon Bay,US,2020-10-29 04:25:37,37.46,-122.43,60.8,51,5,3.36
148,Puerto Ayora,EC,2020-10-29 04:27:04,-0.74,-90.35,68.22,89,66,7.54
149,Bulaevo,KZ,2020-10-29 04:27:04,54.91,70.44,33.39,93,100,12.91
150,Dikson,RU,2020-10-29 04:27:04,73.51,80.55,2.89,88,5,19.19
151,Severo-Kurilsk,RU,2020-10-29 04:27:05,50.68,156.12,44.73,76,97,6.31
152,Atbasar,KZ,2020-10-29 04:27:05,51.8,68.33,33.51,86,84,12.33
153,Juneau,US,2020-10-29 04:27:05,58.3,-134.42,41.0,93,90,6.93
154,San Patricio,US,2020-10-29 04:27:05,28.02,-97.52,51.8,71,1,1.68
155,Manokwari,ID,2020-10-29 04:27:05,-0.87,134.08,84.74,69,68,3.15
156,Libreville,GA,2020-10-29 04:27:06,0.39,9.45,77.0,94,75,6.93
157,Pacific Grove,US,2020-10-29 04:24:00,36.62,-121.92,55.0,46,1,4.7
158,Lorengau,PG,2020-10-29 04:27:06,-2.02,147.27,84.09,74,61,4.43
159,Sibolga,ID,2020-10-29 04:27:06,1.74,98.78,86.45,59,100,5.28
160,Santa Rosalia,MX,2020-10-29 04:23:11,27.32,-112.28,62.56,49,1,7.11
161,Avera,US,2020-10-29 04:27:07,33.19,-82.53,75.2,91,90,8.05
162,Leningradskiy,RU,2020-10-29 04:27:07,69.38,178.42,16.84,90,61,14.12
163,The Valley,AI,2020-10-29 04:27:07,18.22,-63.06,77.0,88,75,13.87
164,Mar Del Plata,AR,2020-10-29 04:25:30,-38.0,-57.56,51.01,81,0,8.05
165,Kettering,US,2020-10-29 04:27:07,39.69,-84.17,51.01,100,90,5.28
166,Flinders,AU,2020-10-29 04:27:08,-34.58,150.86,70.0,73,85,1.01
167,La Puebla Del Rio,ES,2020-10-29 04:27:08,37.27,-6.06,61.0,84,0,8.95
168,Plettenberg Bay,ZA,2020-10-29 04:27:08,-34.05,23.37,61.61,84,100,0.78
169,Beringovskiy,RU,2020-10-29 04:27:08,63.05,179.32,26.58,89,9,11.79
170,Byron Bay,AU,2020-10-29 04:25:14,-28.65,153.62,73.0,88,75,11.41
171,Khatanga,RU,2020-10-29 04:27:09,71.97,102.5,0.46,88,0,9.66
172,Djibo,BF,2020-10-29 04:27:09,14.1,-1.63,75.18,18,0,3.29
173,Pevek,RU,2020-10-29 04:27:09,69.7,170.31,19.08,95,100,15.52
174,Kamaishi,JP,2020-10-29 04:27:09,39.27,141.88,59.0,54,40,14.99
175,Mon,IN,2020-10-29 04:27:10,26.75,95.1,81.73,57,8,3.51
176,Airai,TL,2020-10-29 04:22:24,-8.93,125.41,78.44,54,27,4.68
177,Bam,IR,2020-10-29 04:27:10,29.11,58.36,67.14,23,0,10.89
178,Kerman,IR,2020-10-29 04:23:54,30.28,57.08,42.8,28,0,4.7
179,Muros,ES,2020-10-29 04:27:11,42.78,-9.06,55.99,94,57,6.53
180,Kapaa,US,2020-10-29 04:27:11,22.08,-159.32,75.2,83,90,5.82
181,Khandyga,RU,2020-10-29 04:27:11,62.67,135.6,14.23,94,100,3.74
182,Bengkulu,ID,2020-10-29 04:27:11,-3.8,102.27,84.02,65,99,4.85
183,Vila Velha,BR,2020-10-29 04:27:12,-20.33,-40.29,81.0,78,90,12.75
184,Santa Cruz,BO,2020-10-29 04:27:12,-17.8,-63.17,77.0,83,28,9.17
185,Tasiilaq,GL,2020-10-29 04:27:12,65.61,-37.64,35.6,34,100,20.8
186,Madhoganj,IN,2020-10-29 04:27:13,27.12,80.15,78.94,24,0,2.15
187,Vanavara,RU,2020-10-29 04:27:13,60.34,102.28,25.3,97,100,5.14
188,Katobu,ID,2020-10-29 04:27:13,-4.94,122.53,93.4,46,21,6.67
189,Pochutla,MX,2020-10-29 04:27:13,15.74,-96.47,78.01,92,84,3.09
190,Sfantu Gheorghe,RO,2020-10-29 04:27:13,45.87,25.78,43.0,91,46,0.98
191,Riyadh,SA,2020-10-29 04:23:21,24.69,46.72,59.0,25,0,1.66
192,Chernyshevskiy,RU,2020-10-29 04:27:14,63.01,112.47,7.63,90,100,11.5
193,Ewa Beach,US,2020-10-29 04:27:14,21.32,-158.01,80.01,74,90,3.36
194,Nakonde,ZM,2020-10-29 04:27:14,-9.34,32.74,62.38,73,58,2.28
195,Pahrump,US,2020-10-29 04:27:15,36.21,-115.98,55.99,25,0,1.01
196,Moyale,KE,2020-10-29 04:27:15,3.52,39.06,66.61,92,84,9.04
197,Bredasdorp,ZA,2020-10-29 04:27:15,-34.53,20.04,62.6,67,100,6.93
198,Ponta Do Sol,PT,2020-10-29 04:27:15,32.67,-17.1,66.2,77,40,10.29
199,Aparecida Do Taboado,BR,2020-10-29 04:27:16,-20.09,-51.09,74.89,82,10,4.21
200,Canutama,BR,2020-10-29 04:26:27,-6.53,-64.38,76.19,91,86,2.59
201,Fortuna,US,2020-10-29 04:27:16,40.6,-124.16,50.0,81,1,6.93
202,Cherskiy,RU,2020-10-29 04:27:16,68.75,161.3,3.92,93,68,2.44
203,Laguna,US,2020-10-29 04:27:16,38.42,-121.42,57.99,58,1,1.77
204,Pisco,PE,2020-10-29 04:27:17,-13.7,-76.22,63.0,82,0,11.41
205,Plonsk,PL,2020-10-29 04:27:17,52.62,20.38,48.99,100,75,4.7
206,Kota Kinabalu,MY,2020-10-29 04:27:17,5.97,116.07,89.6,66,20,4.7
207,Yoichi,JP,2020-10-29 04:27:17,43.2,140.77,53.6,54,75,10.29
208,Bonthe,SL,2020-10-29 04:27:17,7.53,-12.51,78.21,85,99,5.14
209,Garissa,KE,2020-10-29 04:27:18,-0.45,39.64,78.06,74,85,13.27
210,Hofn,IS,2020-10-29 04:27:18,64.25,-15.21,44.22,83,97,23.67
211,Moron,AR,2020-10-29 04:27:18,-34.65,-58.62,54.0,93,0,6.64
212,Derzhavinsk,KZ,2020-10-29 04:27:18,51.1,66.32,34.11,84,40,13.0
213,Aykhal,RU,2020-10-29 04:27:19,66.0,111.5,-1.7,88,16,2.42
214,Ndele,CF,2020-10-29 04:22:32,8.41,20.65,70.86,73,35,2.64
215,Faanui,PF,2020-10-29 04:27:19,-16.48,-151.75,79.83,80,26,13.27
216,Tautira,PF,2020-10-29 04:27:19,-17.73,-149.15,75.2,88,75,8.05
217,Sitka,US,2020-10-29 04:27:19,57.05,-135.33,41.0,86,40,5.82
218,Lakes Entrance,AU,2020-10-29 04:27:20,-37.88,147.98,70.0,79,5,5.99
219,San Cristobal,VE,2020-10-29 04:22:59,7.77,-72.22,67.08,86,98,1.36
220,Savannakhet,LA,2020-10-29 04:27:20,16.57,104.75,80.6,74,75,4.7
221,Machico,PT,2020-10-29 04:27:21,32.7,-16.77,66.2,77,40,10.29
222,Saint Pete Beach,US,2020-10-29 04:27:21,27.73,-82.74,81.0,94,1,11.41
223,Ust-Karsk,RU,2020-10-29 04:27:21,52.7,118.81,36.93,66,76,2.13
224,Jiwani,PK,2020-10-29 04:27:21,25.05,61.74,77.79,26,0,11.27
225,Baykit,RU,2020-10-29 04:27:22,61.67,96.37,27.01,94,99,9.31
226,Ndola,ZM,2020-10-29 04:27:22,-12.96,28.64,62.6,72,50,4.76
227,Tiznit,MA,2020-10-29 04:27:22,29.58,-9.5,68.43,32,94,7.72
228,Georgetown,MY,2020-10-29 04:27:04,5.41,100.34,86.0,79,20,4.7
229,Kampene,CD,2020-10-29 04:27:22,-3.6,26.67,67.91,98,100,1.66
230,Taoudenni,ML,2020-10-29 04:27:23,22.68,-3.98,76.84,18,5,12.64
231,Sao Filipe,CV,2020-10-29 04:27:23,14.9,-24.5,79.0,79,3,1.66
232,Qaqortoq,GL,2020-10-29 04:27:23,60.72,-46.03,30.2,80,100,1.12
233,Mandalgovi,MN,2020-10-29 04:27:23,45.76,106.27,48.69,41,0,20.07
234,Malakal,SS,2020-10-29 04:27:23,9.53,31.66,74.82,78,0,2.33
235,Sokoto,NG,2020-10-29 04:27:24,13.06,5.24,76.37,24,0,6.11
236,Rosarito,MX,2020-10-29 04:27:24,32.33,-117.03,66.2,82,5,6.8
237,Sola,VU,2020-10-29 04:27:24,-13.88,167.55,80.51,79,13,19.24
238,Halmstad,SE,2020-10-29 04:27:24,56.67,12.86,50.0,87,87,9.17
239,Castro,BR,2020-10-29 04:27:24,-24.79,-50.01,60.39,49,0,2.39
240,Westport,US,2020-10-29 04:27:25,41.14,-73.36,52.0,93,1,5.97
241,Imeni Poliny Osipenko,RU,2020-10-29 04:27:25,52.42,136.49,39.58,72,57,8.16
242,Grand Gaube,MU,2020-10-29 04:27:25,-20.01,57.66,79.0,53,44,8.99
243,Porto Novo,BJ,2020-10-29 04:27:26,6.5,2.6,80.6,88,40,6.93
244,Mayo,US,2020-10-29 04:27:26,38.89,-76.51,62.01,87,90,5.82
245,Beira,MZ,2020-10-29 04:27:26,-19.84,34.84,71.6,100,20,4.7
246,Makakilo City,US,2020-10-29 04:27:26,21.35,-158.09,80.01,74,90,3.36
247,Bandarbeyla,SO,2020-10-29 04:27:26,9.49,50.81,79.0,74,0,3.22
248,Goderich,CA,2020-10-29 04:27:27,43.75,-81.72,48.2,57,100,9.17
249,Banda Aceh,ID,2020-10-29 04:27:27,5.56,95.32,86.05,58,100,11.99
250,Ribeira Grande,PT,2020-10-29 04:27:27,38.52,-28.7,68.67,87,84,22.08
251,Lazaro Cardenas,MX,2020-10-29 04:27:27,17.96,-102.2,78.55,87,3,3.76
252,Nabire,ID,2020-10-29 04:24:56,-3.37,135.48,89.31,53,83,5.28
253,Zhigansk,RU,2020-10-29 04:27:28,66.77,123.37,-5.51,90,15,3.58
254,Sur,OM,2020-10-29 04:27:28,22.57,59.53,78.46,45,0,0.92
255,Bodden Town,KY,2020-10-29 04:27:28,19.28,-81.25,82.99,83,40,5.82
256,Belyy Yar,RU,2020-10-29 04:23:28,53.6,91.39,37.4,47,0,17.9
257,Pangnirtung,CA,2020-10-29 04:27:28,66.15,-65.71,9.12,81,62,4.43
258,Hamilton,US,2020-10-29 04:27:29,39.18,-84.53,52.0,93,90,8.05
259,Lokosovo,RU,2020-10-29 04:27:29,61.13,74.82,11.1,90,59,5.84
260,Mikuni,JP,2020-10-29 04:27:29,36.22,136.15,62.6,48,20,10.29
261,Dubbo,AU,2020-10-29 04:27:30,-32.25,148.62,75.2,38,75,4.7
262,Olafsvik,IS,2020-10-29 04:27:30,64.89,-23.71,42.48,71,85,27.6
263,Chapais,CA,2020-10-29 04:25:10,49.78,-74.85,26.6,86,90,12.75
264,Udachnyy,RU,2020-10-29 04:27:30,66.42,112.4,-4.29,89,0,2.17
265,La Crosse,US,2020-10-29 04:27:30,43.8,-91.24,39.99,69,1,5.82
266,Lewiston,US,2020-10-29 04:26:11,44.1,-70.21,37.4,93,90,3.49
267,Mahebourg,MU,2020-10-29 04:27:31,-20.41,57.7,79.0,53,62,8.99
268,Cap Malheureux,MU,2020-10-29 04:27:31,-19.98,57.61,79.0,53,40,8.99
269,Waddan,LY,2020-10-29 04:27:31,29.16,16.14,54.61,84,0,2.82
270,Puerto Leguizamo,CO,2020-10-29 04:27:31,-0.19,-74.78,76.48,88,100,3.56
271,Nevelsk,RU,2020-10-29 04:27:32,46.67,141.86,48.2,87,40,8.95
272,Southampton,GB,2020-10-29 04:27:32,50.9,-1.4,51.01,90,97,12.8
273,Talcahuano,CL,2020-10-29 04:27:32,-36.72,-73.12,50.0,81,0,9.17
274,Teguise,ES,2020-10-29 04:27:32,29.06,-13.56,68.0,72,0,6.93
275,Paracuru,BR,2020-10-29 04:27:32,-3.41,-39.03,80.01,73,60,24.0
276,Witu,KE,2020-10-29 04:27:33,-2.39,40.44,80.6,78,75,6.93
277,Thompson,CA,2020-10-29 04:27:33,55.74,-97.86,-2.2,84,5,2.24
278,Godfrey,US,2020-10-29 04:27:33,38.96,-90.19,46.99,100,90,3.36
279,Shitkino,RU,2020-10-29 04:27:33,56.37,98.35,37.36,74,35,11.45
280,Ola,RU,2020-10-29 04:23:08,59.58,151.28,31.51,86,99,3.74
281,Boende,CD,2020-10-29 04:27:34,-0.22,20.87,69.62,98,100,2.06
282,Volovo,UA,2020-10-29 04:27:34,48.52,23.51,41.0,97,99,15.01
283,Abong Mbang,CM,2020-10-29 04:27:34,3.98,13.18,66.97,98,98,0.92
284,Bubaque,GW,2020-10-29 04:27:34,11.28,-15.83,82.8,75,48,8.23
285,Narrabri,AU,2020-10-29 04:27:34,-30.32,149.78,75.2,38,40,5.82
286,Vila Franca Do Campo,PT,2020-10-29 04:27:35,37.72,-25.43,68.0,82,75,12.75
287,Great Yarmouth,GB,2020-10-29 04:27:35,52.61,1.73,44.01,98,0,1.99
288,Yeppoon,AU,2020-10-29 04:27:35,-23.13,150.73,87.8,20,0,9.17
289,Shelburne,CA,2020-10-29 04:26:28,44.08,-80.2,39.0,71,97,8.43
290,Hami,CN,2020-10-29 04:27:35,42.8,93.45,53.17,36,98,0.4
291,Ulladulla,AU,2020-10-29 04:27:36,-35.35,150.47,68.0,64,75,9.17
292,Rawson,AR,2020-10-29 04:27:36,-43.3,-65.1,47.53,53,0,6.71
293,Xining,CN,2020-10-29 04:27:36,36.62,101.77,46.24,46,0,0.96
294,Ilam,NP,2020-10-29 04:27:36,26.92,87.92,73.49,39,0,1.54
295,Kiruna,SE,2020-10-29 04:27:37,67.86,20.23,21.2,100,100,3.58
296,Riverton,US,2020-10-29 04:27:37,40.52,-111.94,39.2,64,1,0.74
297,Orichi,RU,2020-10-29 04:27:37,58.4,49.06,31.42,98,86,7.63
298,Port Elizabeth,ZA,2020-10-29 04:27:37,-33.92,25.57,62.6,93,20,3.36
299,Lee,US,2020-10-29 04:27:37,26.57,-81.88,79.0,88,1,6.93
300,Skibbereen,IE,2020-10-29 04:27:38,51.55,-9.27,51.8,100,75,23.04
301,Husavik,IS,2020-10-29 04:27:38,66.04,-17.34,41.0,75,20,13.87
302,Chuy,UY,2020-10-29 04:27:38,-33.7,-53.46,56.3,76,58,12.66
303,Envira,BR,2020-10-29 04:27:38,-7.3,-70.22,76.21,86,19,2.57
304,Orange,US,2020-10-29 04:26:47,33.7,-117.77,64.4,72,1,2.08
305,Pombia,IT,2020-10-29 04:27:39,45.65,8.63,46.99,87,0,5.82
306,Union,US,2020-10-29 04:27:39,40.63,-74.27,55.99,87,40,5.35
